paper_id,title,topic_id,journal,publication_date,doi,pdf_path,ara_path,collection_status,ownership_status
tj_p4_resilience_distribution_planning_11_multi_objective_collaborative_optimization_of_dist,Multi-Objective Collaborative Optimization of Distribution Networks with Energy Storage and Electric Vehicles Using an Improved NSGA-II Algorithm,p4_resilience_distribution_planning,Energies,2025-10-02,https://doi.org/10.3390/en18195232,papers/literature/target_journal_related/pdfs/p4_resilience_distribution_planning/p4_resilience_distribution_planning__11__multi_objective_collaborative_optimization_of_distribut__14c0d4d209.pdf,ara_collections/target_journal_related/papers/tj_p4_resilience_distribution_planning_11_multi_objective_collaborative_optimization_of_dist,target_journal_related_external,external_published_paper_not_project_original
tj_p4_resilience_distribution_planning_03_a_differential_planning_strategy_for_distribution,A Differential Planning Strategy for Distribution Network Resilience Enhancement Considering Decision Dependence Uncertainty,p4_resilience_distribution_planning,Energies,2025-12-03,https://doi.org/10.3390/en18236353,papers/literature/target_journal_related/pdfs/p4_resilience_distribution_planning/p4_resilience_distribution_planning__03__a_differential_planning_strategy_for_distribution_netwo__ec280c8734.pdf,ara_collections/target_journal_related/papers/tj_p4_resilience_distribution_planning_03_a_differential_planning_strategy_for_distribution,target_journal_related_external,external_published_paper_not_project_original
tj_p4_resilience_distribution_planning_01_a_distributed_energy_storage_based_planning_method,A Distributed Energy Storage-Based Planning Method for Enhancing Distribution Network Resilience,p4_resilience_distribution_planning,Energies,2026-01-22,https://doi.org/10.3390/en19020574,papers/literature/target_journal_related/pdfs/p4_resilience_distribution_planning/p4_resilience_distribution_planning__01__a_distributed_energy_storage_based_planning_method_for__b115741548.pdf,ara_collections/target_journal_related/papers/tj_p4_resilience_distribution_planning_01_a_distributed_energy_storage_based_planning_method,target_journal_related_external,external_published_paper_not_project_original
tj_p4_resilience_distribution_planning_05_uncertainty_aware_planning_of_ev_charging_infrastr,Uncertainty-Aware Planning of EV Charging Infrastructure and Renewable Integration in Distribution Networks: A Review,p4_resilience_distribution_planning,Energies,2026-02-24,https://doi.org/10.3390/en19051131,papers/literature/target_journal_related/pdfs/p4_resilience_distribution_planning/p4_resilience_distribution_planning__05__uncertainty_aware_planning_of_ev_charging_infrastructur__25b42f4159.pdf,ara_collections/target_journal_related/papers/tj_p4_resilience_distribution_planning_05_uncertainty_aware_planning_of_ev_charging_infrastr,target_journal_related_external,external_published_paper_not_project_original
tj_p5_hybrid_moea_feasibility_review_11_multi_stage_coordinated_planning_for_transmission,Multi-Stage Coordinated Planning for Transmission and Energy Storage Considering Large-Scale Renewable Energy Integration,p5_hybrid_moea_feasibility_review,Applied Sciences,2024-07-25,https://doi.org/10.3390/app14156486,papers/literature/target_journal_related/pdfs/p5_hybrid_moea_feasibility_review/p5_hybrid_moea_feasibility_review__11__multi_stage_coordinated_planning_for_transmission_and_ene__b1f7d8b067.pdf,ara_collections/target_journal_related/papers/tj_p5_hybrid_moea_feasibility_review_11_multi_stage_coordinated_planning_for_transmission,target_journal_related_external,external_published_paper_not_project_original
tj_p5_hybrid_moea_feasibility_review_10_interruption_cost_estimation_for_value_based_relia,Interruption Cost Estimation for Value-Based Reliability Investment in Emerging Smart Grid Resources,p5_hybrid_moea_feasibility_review,Applied Sciences,2024-09-25,https://doi.org/10.3390/app14198651,papers/literature/target_journal_related/pdfs/p5_hybrid_moea_feasibility_review/p5_hybrid_moea_feasibility_review__10__interruption_cost_estimation_for_value_based_reliability__74f1b41184.pdf,ara_collections/target_journal_related/papers/tj_p5_hybrid_moea_feasibility_review_10_interruption_cost_estimation_for_value_based_relia,target_journal_related_external,external_published_paper_not_project_original
tj_p5_hybrid_moea_feasibility_review_06_optimal_planning_and_investment_return_analysis_of,Optimal Planning and Investment Return Analysis of Grid-Side Energy Storage System Addressing Multi-Dimensional Grid Security Requirements,p5_hybrid_moea_feasibility_review,Applied Sciences,2025-11-10,https://doi.org/10.3390/app152211944,papers/literature/target_journal_related/pdfs/p5_hybrid_moea_feasibility_review/p5_hybrid_moea_feasibility_review__06__optimal_planning_and_investment_return_analysis_of_grid_s__c063931595.pdf,ara_collections/target_journal_related/papers/tj_p5_hybrid_moea_feasibility_review_06_optimal_planning_and_investment_return_analysis_of,target_journal_related_external,external_published_paper_not_project_original
tj_p5_hybrid_moea_feasibility_review_03_a_novel_hybrid_power_grid_investment_optimization,A Novel Hybrid Power-Grid Investment Optimization Model with Collaborative Consideration of Risk and Benefit,p5_hybrid_moea_feasibility_review,Energies,2023-10-23,https://doi.org/10.3390/en16207215,papers/literature/target_journal_related/pdfs/p5_hybrid_moea_feasibility_review/p5_hybrid_moea_feasibility_review__03__a_novel_hybrid_power_grid_investment_optimization_model_w__1b76a815c6.pdf,ara_collections/target_journal_related/papers/tj_p5_hybrid_moea_feasibility_review_03_a_novel_hybrid_power_grid_investment_optimization,target_journal_related_external,external_published_paper_not_project_original
tj_p5_hybrid_moea_feasibility_review_09_multi_objective_optimization_for_the_low_carbon_op,Multi-Objective Optimization for the Low-Carbon Operation of Integrated Energy Systems Based on an Improved Genetic Algorithm,p5_hybrid_moea_feasibility_review,Energies,2025-04-29,https://doi.org/10.3390/en18092283,papers/literature/target_journal_related/pdfs/p5_hybrid_moea_feasibility_review/p5_hybrid_moea_feasibility_review__09__multi_objective_optimization_for_the_low_carbon_operation__d95461af17.pdf,ara_collections/target_journal_related/papers/tj_p5_hybrid_moea_feasibility_review_09_multi_objective_optimization_for_the_low_carbon_op,target_journal_related_external,external_published_paper_not_project_original
tj_p5_hybrid_moea_feasibility_review_12_multi_objective_optimization_of_energy_storage_sta,Multi-Objective Optimization of Energy Storage Station Configuration in Power Grids Considering the Flexibility of Thermal Load Control,p5_hybrid_moea_feasibility_review,Energies,2025-05-14,https://doi.org/10.3390/en18102527,papers/literature/target_journal_related/pdfs/p5_hybrid_moea_feasibility_review/p5_hybrid_moea_feasibility_review__12__multi_objective_optimization_of_energy_storage_station_co__098de18b83.pdf,ara_collections/target_journal_related/papers/tj_p5_hybrid_moea_feasibility_review_12_multi_objective_optimization_of_energy_storage_sta,target_journal_related_external,external_published_paper_not_project_original
tj_p5_hybrid_moea_feasibility_review_04_optimization_of_grid_connected_and_off_grid_hybrid,Optimization of Grid-Connected and Off-Grid Hybrid Energy Systems for a Greenhouse Facility,p5_hybrid_moea_feasibility_review,Energies,2025-09-04,https://doi.org/10.3390/en18174712,papers/literature/target_journal_related/pdfs/p5_hybrid_moea_feasibility_review/p5_hybrid_moea_feasibility_review__04__optimization_of_grid_connected_and_off_grid_hybrid_energy__4c312a5bb7.pdf,ara_collections/target_journal_related/papers/tj_p5_hybrid_moea_feasibility_review_04_optimization_of_grid_connected_and_off_grid_hybrid,target_journal_related_external,external_published_paper_not_project_original
tj_p5_hybrid_moea_feasibility_review_07_multi_timescale_coordinated_planning_of_wind_solar,"Multi-Timescale Coordinated Planning of Wind, Solar, and Energy Storage Considering Generalized Adequacy",p5_hybrid_moea_feasibility_review,Energies,2025-09-22,https://doi.org/10.3390/en18185024,papers/literature/target_journal_related/pdfs/p5_hybrid_moea_feasibility_review/p5_hybrid_moea_feasibility_review__07__multi_timescale_coordinated_planning_of_wind_solar_and_en__872293ee4b.pdf,ara_collections/target_journal_related/papers/tj_p5_hybrid_moea_feasibility_review_07_multi_timescale_coordinated_planning_of_wind_solar,target_journal_related_external,external_published_paper_not_project_original
tj_p5_hybrid_moea_feasibility_review_08_a_hybrid_heuristic_benders_method_for_wind_hydroge,A Hybrid Heuristic–Benders Method for Wind–Hydrogen Investment Planning with Non-Analytical Cost Functions,p5_hybrid_moea_feasibility_review,Energies,2026-04-30,https://doi.org/10.3390/en19092172,papers/literature/target_journal_related/pdfs/p5_hybrid_moea_feasibility_review/p5_hybrid_moea_feasibility_review__08__a_hybrid_heuristic_benders_method_for_wind_hydrogen_inves__da1f9c84c8.pdf,ara_collections/target_journal_related/papers/tj_p5_hybrid_moea_feasibility_review_08_a_hybrid_heuristic_benders_method_for_wind_hydroge,target_journal_related_external,external_published_paper_not_project_original
tj_p5_hybrid_moea_feasibility_review_02_a_secondary_data_driven_decision_support_framework,A Secondary-Data-Driven Decision Support Framework for Strategic Energy Investment Prioritization: An Explainable Multi-Criteria Application Across Countries,p5_hybrid_moea_feasibility_review,Energies,2026-07-09,https://doi.org/10.3390/en19143243,papers/literature/target_journal_related/pdfs/p5_hybrid_moea_feasibility_review/p5_hybrid_moea_feasibility_review__02__a_secondary_data_driven_decision_support_framework_for_st__fc9ef6cebc.pdf,ara_collections/target_journal_related/papers/tj_p5_hybrid_moea_feasibility_review_02_a_secondary_data_driven_decision_support_framework,target_journal_related_external,external_published_paper_not_project_original
tj_p6_nsga_bls_feasibility_review_08_comprehensive_energy_analysis_of_vehicle_to_grid_v,Comprehensive Energy Analysis of Vehicle-to-Grid (V2G) Integration with the Power Grid: A Systemic Approach Incorporating Integrated Resource Planning Methodology,p6_nsga_bls_feasibility_review,Applied Sciences,2023-10-10,https://doi.org/10.3390/app132011119,papers/literature/target_journal_related/pdfs/p6_nsga_bls_feasibility_review/p6_nsga_bls_feasibility_review__08__comprehensive_energy_analysis_of_vehicle_to_grid_v2g_integra__403dde93d4.pdf,ara_collections/target_journal_related/papers/tj_p6_nsga_bls_feasibility_review_08_comprehensive_energy_analysis_of_vehicle_to_grid_v,target_journal_related_external,external_published_paper_not_project_original
tj_p6_nsga_bls_feasibility_review_09_multi_stage_coordinated_planning_for_transmission,Multi-Stage Coordinated Planning for Transmission and Energy Storage Considering Large-Scale Renewable Energy Integration,p6_nsga_bls_feasibility_review,Applied Sciences,2024-07-25,https://doi.org/10.3390/app14156486,papers/literature/target_journal_related/pdfs/p6_nsga_bls_feasibility_review/p6_nsga_bls_feasibility_review__09__multi_stage_coordinated_planning_for_transmission_and_energy__b1f7d8b067.pdf,ara_collections/target_journal_related/papers/tj_p6_nsga_bls_feasibility_review_09_multi_stage_coordinated_planning_for_transmission,target_journal_related_external,external_published_paper_not_project_original
tj_p6_nsga_bls_feasibility_review_02_optimal_planning_and_investment_return_analysis_of,Optimal Planning and Investment Return Analysis of Grid-Side Energy Storage System Addressing Multi-Dimensional Grid Security Requirements,p6_nsga_bls_feasibility_review,Applied Sciences,2025-11-10,https://doi.org/10.3390/app152211944,papers/literature/target_journal_related/pdfs/p6_nsga_bls_feasibility_review/p6_nsga_bls_feasibility_review__02__optimal_planning_and_investment_return_analysis_of_grid_side__c063931595.pdf,ara_collections/target_journal_related/papers/tj_p6_nsga_bls_feasibility_review_02_optimal_planning_and_investment_return_analysis_of,target_journal_related_external,external_published_paper_not_project_original
tj_p6_nsga_bls_feasibility_review_07_quantitative_evaluation_of_crucial_substations_and,Quantitative Evaluation of Crucial Substations and Simulation-Driven Impact Assessment of Commissioning Delays in Multi-Voltage Grid Planning,p6_nsga_bls_feasibility_review,Electronics,2025-06-29,https://doi.org/10.3390/electronics14132633,papers/literature/target_journal_related/pdfs/p6_nsga_bls_feasibility_review/p6_nsga_bls_feasibility_review__07__quantitative_evaluation_of_crucial_substations_and_simulatio__f316911d85.pdf,ara_collections/target_journal_related/papers/tj_p6_nsga_bls_feasibility_review_07_quantitative_evaluation_of_crucial_substations_and,target_journal_related_external,external_published_paper_not_project_original
tj_p6_nsga_bls_feasibility_review_06_a_novel_hybrid_power_grid_investment_optimization,A Novel Hybrid Power-Grid Investment Optimization Model with Collaborative Consideration of Risk and Benefit,p6_nsga_bls_feasibility_review,Energies,2023-10-23,https://doi.org/10.3390/en16207215,papers/literature/target_journal_related/pdfs/p6_nsga_bls_feasibility_review/p6_nsga_bls_feasibility_review__06__a_novel_hybrid_power_grid_investment_optimization_model_with__1b76a815c6.pdf,ara_collections/target_journal_related/papers/tj_p6_nsga_bls_feasibility_review_06_a_novel_hybrid_power_grid_investment_optimization,target_journal_related_external,external_published_paper_not_project_original
tj_p6_nsga_bls_feasibility_review_01_multi_objective_optimization_of_offshore_wind_farm,Multi-Objective Optimization of Offshore Wind Farm Configuration for Energy Storage Based on NSGA-II,p6_nsga_bls_feasibility_review,Energies,2025-06-10,https://doi.org/10.3390/en18123061,papers/literature/target_journal_related/pdfs/p6_nsga_bls_feasibility_review/p6_nsga_bls_feasibility_review__01__multi_objective_optimization_of_offshore_wind_farm_configura__84ad7c978c.pdf,ara_collections/target_journal_related/papers/tj_p6_nsga_bls_feasibility_review_01_multi_objective_optimization_of_offshore_wind_farm,target_journal_related_external,external_published_paper_not_project_original
tj_p6_nsga_bls_feasibility_review_05_a_two_tier_planning_approach_for_hybrid_energy_sto,A Two-Tier Planning Approach for Hybrid Energy Storage Systems Considering Grid Power Flexibility in New Energy High-Penetration Grids,p6_nsga_bls_feasibility_review,Energies,2025-09-19,https://doi.org/10.3390/en18184986,papers/literature/target_journal_related/pdfs/p6_nsga_bls_feasibility_review/p6_nsga_bls_feasibility_review__05__a_two_tier_planning_approach_for_hybrid_energy_storage_syste__0e00a23b09.pdf,ara_collections/target_journal_related/papers/tj_p6_nsga_bls_feasibility_review_05_a_two_tier_planning_approach_for_hybrid_energy_sto,target_journal_related_external,external_published_paper_not_project_original
tj_p6_nsga_bls_feasibility_review_11_multi_objective_optimization_of_load_flow_in_power,Multi-Objective Optimization of Load Flow in Power Systems: An Overview,p6_nsga_bls_feasibility_review,Energies,2025-11-20,https://doi.org/10.3390/en18226056,papers/literature/target_journal_related/pdfs/p6_nsga_bls_feasibility_review/p6_nsga_bls_feasibility_review__11__multi_objective_optimization_of_load_flow_in_power_systems_a__a52cc70f0b.pdf,ara_collections/target_journal_related/papers/tj_p6_nsga_bls_feasibility_review_11_multi_objective_optimization_of_load_flow_in_power,target_journal_related_external,external_published_paper_not_project_original
tj_p6_nsga_bls_feasibility_review_03_bi_objective_resilient_backbone_grid_planning_via,Bi-Objective Resilient Backbone-Grid Planning via a Three-Stage TER-NSGA-II Approach Considering Pumped-Storage Hub Effects,p6_nsga_bls_feasibility_review,Energies,2026-06-10,https://doi.org/10.3390/en19122798,papers/literature/target_journal_related/pdfs/p6_nsga_bls_feasibility_review/p6_nsga_bls_feasibility_review__03__bi_objective_resilient_backbone_grid_planning_via_a_three_st__90d73ce782.pdf,ara_collections/target_journal_related/papers/tj_p6_nsga_bls_feasibility_review_03_bi_objective_resilient_backbone_grid_planning_via,target_journal_related_external,external_published_paper_not_project_original
