question_id,method,selected_slot,selected_source,automatic_error_type,correct,expected_columns,candidate_columns,gold_columns,candidate_rows,gold_rows,difficulty,order_sensitive,tables,sql_feature_tags,candidate_sql_sha256,gold_sql_sha256
Q152,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,easy,0,work_orders,aggregation|filter,BF74327386B4F5BF9D78008D739EE979511082DFD657DAF59CF9BF2C96745F64,A06525F506CC29B994A1BFC5C4AECB3487B191266155C52478ED43FE3D6DE29D
Q153,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,easy,0,work_orders,aggregation|filter,15CC25CEE0E87EC6A6B89E4314BF30F19B6F74198D4FD17A366968B4A0024389,A83E9A730A6AACC9B9088F9771B13AE621E1A63421E10E4E21794BC6AD71F579
Q154,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,easy,0,work_orders,aggregation|filter,EC1F76CBAC83B49DEDAB06BC020E2C9A55FD415BAB3B77B9FA2037CA66389324,2A59F0DEFDEC674D7BDEC673A9496EE1EB5145624AE7E7C0BE4AC94C13945CC9
Q155,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,3,1,3,3,3,medium,1,technicians|work_orders,filter|join|order-by|time predicate,01919747A96B14B8617DEF7F225D38B6894C1C8AEEDFBA165FDE859CE786C848,062CE20811406347D151CA4E22DBA322D05D1B3825E324112DB9CE764FDA29C3
Q156,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,3,1,3,3,3,medium,1,technicians|work_orders,filter|join|order-by|time predicate,97F7ED896DA97167B224E9C4058377E8F0CFE8FA9C5F5A39AADCEC4600852CB4,6DCF0711BBC668B378E362161CE11344D5B35053FB035999AE360B3E1F2231C4
Q157,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,3,1,3,2,2,medium,1,technicians|work_orders,filter|join|order-by|time predicate,84B30D1CF4B00A31089F0FBA1134096074C543DFD2685B03D273D785A5149982,FB6D8E9E5CA84C5904616D21D33DC95BB0A110D2A95408404D409B67616B3823
Q158,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,3,1,3,2,2,medium,1,technicians|work_orders,filter|join|order-by|time predicate,F62B83516572D51DFB93EA10BE6E01B3FC07F372C45A1B657A399D36ED608643,6B05DC20B411F54AAA4035EE49263BDEE0BEECBBD589739B735C27A8DCC4248F
Q159,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,3,1,3,2,2,medium,1,technicians|work_orders,filter|join|order-by|time predicate,6F975127208A4545B2C91EA70FA0AAE217D8869D17CE4E2BC6FAF37C787FBC2D,7109EB7A63ACB3C165C8BB10379E0A025AE31BFF7200F2153763B20B858CFEE4
Q160,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,3,1,3,1,1,medium,1,technicians|work_orders,filter|join|order-by|time predicate,AF75EDCED11A95B58E0EF571D5BDBA89F2E71CBCFCD9AA4AA71F88C6E1E8B501,247F64B9CC969BE0FF0892AF528AE7AFE444EAFFD19D28346A343A540BB0C620
Q161,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,3,1,3,1,1,medium,1,technicians|work_orders,filter|join|order-by|time predicate,88C1188375669C03A5738A4548A1E83811E75FC3216EF3B164A2EAAD8B249CA1,920742F6A541EF4F368A8CF8A4E81F81E561FCF34A80C168B5320E37DE422F27
Q162,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,3,1,3,1,1,medium,1,technicians|work_orders,filter|join|order-by|time predicate,000BDBAC1C485A37335E00937E2DBEA61B409F53D3930C631D272CF721F5A356,34F60EDE10AD27A162D4476A2999FB624150CD870349CF1DB8ADF95733ADB63C
Q163,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,4,5,4,2,2,hard,1,assets|grid_topology,filter|order-by|self-join|topology traversal,461FCF0E88C8A4E514AE47F2D8004ABAF686C66593940B8B3A3E4C54CE5D3043,25E50AD78502AE74A88196E85FC5B04BB17EBF7C044A0F4DDB8BE7EFC41A7544
Q164,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,4,5,4,1,1,hard,1,assets|grid_topology,filter|order-by|self-join|topology traversal,999CCAEF07054B769868C52529880847C0875133909EBF213D4F2EA359500C51,24343308951D9A4AD15EA16AED4C1111DEA20F71C709560A1A63C993D7856E40
Q165,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,4,5,4,2,2,hard,1,assets|grid_topology,filter|order-by|self-join|topology traversal,1A4995F74A78C36B91CC10D7FBC33FE0C89545E44EF31F6C7A05DB86E26D5F53,1AA1604E51FB7FBACDC0F9CD0C147F0969E26C045A6582B8B193F8626030BEDB
Q166,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,4,5,4,1,1,hard,1,assets|grid_topology,filter|order-by|self-join|topology traversal,D8EAB985A1FB02FF174BCDAAFCEDBA3F3DFA94782491605989E6974125CA8157,78C08665536FD82F0BB63C2D88909519E4E43FC25ED33C6E46137CF02AC686B0
Q167,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,4,5,4,1,1,hard,1,assets|grid_topology,filter|order-by|self-join|topology traversal,DB59C111C5B86A136C5C97825349FE0BDF895B599D3B12DB3106D2AAC027C760,1E4FC9DD39EF57631E9B8DE55D11073E1ED623CEFE82A9BFCD07854B13A499A5
Q168,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,4,5,4,1,1,hard,1,assets|grid_topology,filter|order-by|self-join|topology traversal,8AC24610BB42DBC42BF51B9F25BFC26A22222ABA926F5CBE41D8CC95DA8F8DC2,23548329609A5AAB25EA63FAC74151F5E12AB062172F1F2941A475D547C8229A
Q169,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,4,5,4,1,1,hard,1,assets|grid_topology,filter|order-by|self-join|topology traversal,11CC49CA2DB2732AC9C51A4CD07125DE3C62BE35DB9BB9EA418FB400529B60D4,CD7DEE4A8CD4D34D8182656ED8B8B804E2FB847D9A87EBB4DE189B88CCFA95F2
Q170,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,4,6,4,3,3,easy,1,work_orders,filter|order-by,1F76CAFF7D39E9A6B9DD3E68B64DF687EF39361046794882415092FE06EAC526,9B7C311EEAB47AA56F563E23732784E6F465A71E4F47F0BE48002F605883C7D4
Q171,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,4,6,4,2,2,easy,1,work_orders,filter|order-by,EC36D191A52BCB4F5D59ED28C0A178451394E00392CCA6E79E6ADAECB18176E9,844EDC49F7A38982CF8AD0B041D6DC6D095877F633AF52344098008FC3A4C348
Q172,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,4,6,4,1,1,easy,1,work_orders,filter|order-by,97EF09E642F727AF0D865C7E44E020287C8560C4B69BBF2DCCF67EF49C74F6CE,4D4E7AA98D6EC5812C22119C7899C87B69FC97F7A572C809C4BEC64D0C7265AD
Q173,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,4,6,4,2,2,easy,1,work_orders,filter|order-by,105F711B2325254C738EBF91816A8677B4768A8301BC5EDF725C7041476935EE,CB010710A9965B256BD2BDAA71AF8B3CA3EBF649A754731CCB1CE356AD6C0908
Q174,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,4,6,4,2,2,easy,1,work_orders,filter|order-by,767CBBE76A3F04A036799CCCBC3B252FB01A27851299EB1BFF20398C3881624B,23308ACB2435B92AF81B85E120A177C950FE3E25BC5714691826DB364C70788D
Q175,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,4,6,4,1,1,easy,1,work_orders,filter|order-by,85E43FEE9A19AA24DF67934F8ECAE247BB07440F73C86CB154F42552615845ED,6D6450176EC9584C7E4A6FAD27AE50AFF27DA6820B61256BCBDCF1C25147B608
Q176,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,4,6,4,2,2,easy,1,work_orders,filter|order-by,A8A2B0E73794CD03AF50B8A4F581974FAF3D4B19909F77BA9BE3A22B33E224C9,5BF700F629F5C03DD89F4DFE573E51E3842E624C2EFB6E70AF7C046B49D57A4B
Q177,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,4,6,4,1,1,easy,1,work_orders,filter|order-by,B244265481A874BE744A59F37E70A5A5970A4B12BD0B55449967C13D9F8511C7,79BFDB10B9BB031FD2889DFCA3C94F7332770252CC15465B3D37207F9AAD157D
Q178,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,4,6,4,1,1,easy,1,work_orders,filter|order-by,B6CC69BD660FB4BC596785A0FF230B29E32CF7407AE2B1026FA63391D4F838C6,CE5977974313A0E798D09744F8FE4FEAA958C0F2287C43B4CC8B69292DC6101B
Q179,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,AA8F8DF11BFDDCAD8828776EEEFBDB7D2031DD3073C621984281D99B4FDF4A4D,F0ED8EA714C8C0B275180E9FE64FAC0C47F5D8F5AF0C098B34C57957C468FF55
Q180,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,BC12A70CE4C75F6663ACB5D762E7E2A9A2CE1A37650E7763F990FA4F2AEF37A9,A81C2E54E08F172544EB63242B016F9D2C4E951F10D2F903E3A18C7549C9D289
Q181,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,AB55D0A587418E239FA6DE42F4C04E2E510233171A514E5A0660A42B4F806566,D30540D8BBE3F71B6F9F61D1E657B286E4509F85FD7DF16F841DEA90F15893BA
Q182,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,654F71BB092A8B5A303B1FB198E73AB3A54F3B47572E1E9B463DD889460772D8,48DC7CD04363C88A1964AFD28EBDDD1B5277C2D47D156F41A2593149CACB335C
Q183,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,993E8D50374913818CEC67FD511C8A1FF569FBBF0B9C3FBA2C8FAED937BD8462,02CA04C452E0647DCB9DF1AC775A4E0BC5FD95B31FC68274B197A8AFD56F3F65
Q184,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,5A16BF0F42FDC7ADD4AF17FDD92DAFC78782875D6DEA43B25FDBC02755278834,22E8D870E63990E136AF70B49847EE94BBA6FED442B882BC29FB0E74533E1530
Q185,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,CE1CB6B18766FEE985D6C909EB564297FDD36795175A8474ED6953B673FC1A96,007653CD612C66C0D918F9E160FE50EFB94CC966CE71B3FB2A4B392A146A8BF1
Q186,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,CD472F706F6C576749C620A567930A9B9EE3FE98E515BCB3739B9F43E25207EB,98115A9FDA686A9542013FAC0F706BE730B9F4C123DBEAF5F90A8214FD97CC09
Q187,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,52AF3CE3C43E8E45F6ABB1702C20BA4574CE90CD02B83CB1B6B15C9E6B72CFC1,9374C143E83E0B3E14D14B3A4E5233D9306CD3306CEEB84147F1198AF7A1976C
Q188,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,6892D06CFBBDFBDE563CD3A58B2C7667096105B300E66C4EEA0518B78700EAE3,AAB780DCBD5F0DF417C342643DC86D142939AF166FF7722A1B3FB85C98A7F7B7
Q189,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,F2CE65D2FE8848AB17606F18C8978572195F39C1C43D5BD4B27979E05C6CE5F3,D98E61AC2461FE884779A2E33AECB2CB6135A4C8FB7F1BFCFCDF4DC5D9D20A63
Q190,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,E1D296B456F764ED296E5E70CC6ED6613B245FCAB0B7CF423583445982A7FE90,EFD24C88124419AB6CFA9A484FEC049649216A426B7E851C7538E888E304BEE6
Q191,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,A9ADC480ED6ACC5E2CF61A5F67275B3F4FFC6F14AF3AC2A1BB2B5380C3D41C94,6C2A0BA4FA1FE1628C3F46CD680122170923AC74A025001C2472497F11C68272
Q192,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,A958C553D83C959AD63491836B17167B639C3565BCE6F2621F8C7DA7F7F08A1D,C364D4375957255449638F890940C6CDE4EA6BF3B7A4BCB04865B28AFD6DF22B
Q193,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,easy,0,locations,aggregation|filter,913EAB7DBFB9690500BD8983086D605F1B8604B57918A6BE8C8607202E59CA52,38B2E194AC2954E898AB8FCDF984D782966CD14D9DA136FF01B7B47088244BA6
Q194,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,medium,0,asset_types|assets,aggregation|filter|float|join,B92C61E4327264A50384777775C8354A4AE6BC571EA82A60F9C148D8B45568BC,6BB25D93830DFB3D0C3CD2BF041F9E80922B66BB6DA70F723325F5241D3924B0
Q195,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,medium,0,asset_types|assets,aggregation|filter|float|join,B5C0138120931E151421428B6BB36469F61C98AED92451C2E5DC6CB244333BC1,63AD961D29BC7CDD5C8867E491EB6D094E9D2BFB142D594AB3A58921F30394A4
Q196,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,medium,0,asset_types|assets,aggregation|filter|float|join,2FF5704B541E41C3553F980FD511C126828D7CBBCFE3CE99A39AD7E4419EB8DC,12D9A956469E8B9A07CE652EEB0C29A2EF5322DA2D3E2C50FCD0B5A954BBF5B2
Q197,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,medium,0,asset_types|assets,aggregation|filter|float|join,BCA8235788DF8A7B4E80511704853BE23DC01EB9A6579C6302C5636ADF08752F,2BAA500471E7659AEEC8CB26FA6EFF1565751D8F7AB8B43DCE976C15418A8211
Q198,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,medium,0,asset_types|assets,aggregation|filter|float|join,8D39A864117A85C6F6DD1384220544632BA32104C72A2961F048477907640CC2,196985D54C20EA79FAACCBE0C763EEA9B4ABE2DDD16E2DF27A89CEEAE620383A
Q199,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,correct,1,1,1,1,1,1,medium,0,asset_types|assets,aggregation|filter|float|join,D28665BBB36CA64052786FBE13A3251B12CB275E00874DCA4A3D2DD1B01D1D02,084AAE6809FB4DFCC9D03C63CADDC4AB8F8FD07C6DC079A0A20DF9DA21208BE1
Q200,qwen:F10_Compact_NoShape,C002,qwen:F10_Compact_NoShape,candidate_shape_mismatch,0,2,1,2,1,1,hard,1,asset_types|assets|sensor_readings,aggregation|filter|group-by|join|order-by|top-k,9AB8736ADF6230C68069F98BF9B5D4FF0EE7A222A0FDB0E8F6592D6BB949732B,B48776A52748FCB7300FC3FDE5674B5984B47ACA419F9E29A4DCF675167ABC66
Q021,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,wrong_denotation,0,1,1,1,4,4,easy,1,assets,filter|order-by,55F81C1AC873F824F3F76FD7C83D25F164EC941CF33550C2FBC69A3A03FF9FC9,2198EFD31F4C3DE5080570F611B43AD0FD7047E848954219E9DF97A9F827C3E9
Q022,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,correct,1,1,1,1,1,1,easy,0,assets,aggregation|filter,D5B25E0025DA4D497DFAD3F205ED0B4E4F4CD5CE017B4F3B94EDC70D69E6D260,F914A2E6E9F067B567649ABA758F096EA3A1E1CB3DDBA17C382A290B9FAF9918
Q023,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,wrong_denotation,0,2,2,2,0,5,easy,1,work_orders,filter|order-by|time predicate,1AA68892807E098B1416F158320493824D5678156248A7ACAEC4F2ABF9DCD72D,6AEE6CD3B4332E230E2EC8E78C68AF1603299CB113A49F873577585A88EDA5B8
Q024,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,correct,1,2,2,2,1,1,easy,1,technicians,filter|order-by,CC7596945F04BDFF6EBE3F41F42801406152651B879DC751912D9AD90DFD5A88,4DADD9D2866A7A9EC4CBB9FAB5589851F68C40BE4C9D59E9E3E90DD6C7076DD4
Q025,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,candidate_execution_error,0,2,0,2,0,3,easy,1,assets,aggregation|group-by|order-by,B276F561BB46C635DCD6DFD3DBECB2E3A86CB0445530A15DFE84A3A6F81C6FDD,D29EAC989EAFC3E63F7500F3A9E98EB1F15184AD32C402196341AE3DE68CE4BB
Q026,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,wrong_denotation,0,2,2,2,2,2,easy,1,asset_types,filter|order-by,5056929B6937712D7FA383840A389FED86BE215C10F46FC0B3FEDEFA4854B488,B7640EEA33B19B3250A81ABCD2181F399349D39D3542338A50610A754D221E5B
Q027,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,correct,1,2,2,2,3,3,medium,1,technicians|work_orders,filter|join|order-by,279C6DEB7A46C9118743C81E242E187F7B61685E83731E93F6DD4989DDEAB78C,1A4BE67B2091AA4AC2EF17CC24EB74DB5413795CF480B725012D3E636586D7BF
Q028,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,correct,1,1,1,1,1,1,medium,0,asset_types|assets,aggregation|filter|float|join,A89733415FF376F6B228DE7F001A834911D9625828ABD4EE2F95E8ED64444AAF,54DDECAFAC5EBB954C06CEC98597A00BD698E828637CBF6D38BEFEAB15B75DD8
Q029,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,wrong_denotation,0,2,2,2,11,11,medium,1,assets|locations,filter|join|order-by,CF0E8B59C604F5786D2784527A3019A07502870B16B6938FB9F7BAC4C6CE7827,BBA836A5D8C3143D2E60FFD9DD3BEC47B774DBF87559ED3439AF15FA16EB0FF1
Q030,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,correct,1,3,3,3,3,3,easy,1,work_orders,filter|order-by,66F6B4D058C9F0F0BA20CA133E40E2F5826EB3C72B501A7C98A1A31C349FA672,2A1E4E60B4A24E54BCE4125A0A1C839E6D0884F564C6332093253FB180F651DF
Q031,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,wrong_denotation,0,3,3,3,4,4,easy,1,sensor_readings,filter|float|order-by,5CDB8519B42C0D1C606CBA4204D4A4183C6242042FEA8E7BA4779A5249F7962C,5AC44A498A70D6929187195C8CBD762C06CDF8B3457E1BAE0FCA1A60940AE06E
Q032,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,candidate_shape_mismatch,0,2,1,2,5,5,medium,1,assets|locations,aggregation|group-by|having|join|order-by,E71943D903D2EF3F543DA5F4880E047BCF56E8027FEEABABDAE17200949C38BF,5AC2DBED21AC5DBFE77961A6BC95DE4DDCD8B93728801304EC44E60A601F0F9D
Q033,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,wrong_denotation,0,2,2,2,4,4,easy,1,work_orders,filter|order-by|time predicate,3DF67A263C5983BECF09C1AD45E68AB22F9EB292370E60328B38A5C691F2AAD7,98CEC50EB6962A60F1AED8C1718E6A1D5E8B8CC51C7BA9A0414BE6C5E27BA955
Q034,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,wrong_denotation,0,2,2,2,5,5,easy,1,assets,filter|float|order-by,6589F77915617267211A75D3B10A13A4EE8FBCA23D36F820EBB364A0CA5F1C3E,09483B77157245C6C5E9BE1610FE8B3DCE75A48D699D70318CA8EE18F9086F5F
Q035,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,wrong_denotation,0,2,2,2,3,3,medium,1,maintenance_logs|work_orders,aggregation|filter|float|group-by|join|order-by,AF33F6CA587B005EC00C9539B7D233A47C5A48AACFE81638ECAA895869F719C0,5FD52A03AE98A268E5699C1401991628C1D6D6181E4988438C7F336F0E4D737F
Q036,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,wrong_denotation,0,2,2,2,1,1,medium,1,technicians|work_orders,filter|join|order-by,6591EF929216AAFEB62D273556B8996AE2F5E4622B8113ED9B1DA26619B14BD6,B2B351D2DD6E4445AF79275FA0F5DA3CFEF62F36CB190170F6DE6E7B351B7943
Q037,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,correct,1,1,1,1,1,1,hard,1,assets|grid_topology,filter|order-by|self-join|topology traversal,CE3C86125B16A6F2E2B56CDF5047F44B705B1EB7F4F08816D29EBC4E8F15CA53,B045E4DE9620345D0E575188F60F3F6D232B47BAFC5F7586F3FD9766816C2247
Q038,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,wrong_denotation,0,1,1,1,11,11,hard,1,assets|work_orders,filter|nested query|order-by,3698B2748D8791717F4543B003A3B5A45AA7CDD319EB631F3FA04EDEBC08324E,72E745C00A0F58ED2EDD21C2568B8982DD5E2407D404BD000443DEDBCA4ED63E
Q039,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,wrong_denotation,0,2,2,2,1,1,medium,1,work_orders,filter|order-by|time predicate|top-k,287E5DD759C5B7EF6880A9E390EDE28206DF4CDEF6045D06ADD3D443B52BF082,B4CD6C00B5DAE5EFF3C6B878426C218E13A252D8819B0FDB38635CF71DF1F323
Q040,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,correct,1,1,1,1,4,4,easy,1,assets,filter|order-by|pattern,B474C34BAACEEC11E23A90F5C63EE2CEB6BB06AB956208EED40BECFB747E1434,8EBE89272A8ED2BDF4276016C69C61E8BA0E215B91DD36A99CCD76381F585F64
Q041,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,wrong_denotation,0,2,2,2,8,8,medium,1,assets|sensor_readings,aggregation|filter|group-by|join|order-by,4D77A344E35AD3FCF001F5147D9DFFDA7B16CFE4A2801C926415075750897FB4,3D6D3DCFA6005C015C82447250648EBE4E3D2C89437A232DCA907B5E432725FE
Q042,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,correct,1,1,1,1,1,1,easy,1,asset_types,distinct|filter|order-by,254D67B200FE4C9D7A88A9855CFF34D882EA6A73A093EE080E9844A3C6056F8F,3D176D0A46AABD8359DC958BE56505456BC95FDEE7BECBE95F1CE0C86774A88C
Q043,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,correct,1,2,2,2,3,3,medium,1,asset_types|assets|locations,filter|join|order-by,F17A3CD68C3EFE972D6DF4C83CC1621E031843D69EC62C2B4A9036ABEED161C2,3033FB90E3C88DD14F28CAA9D7404B3EC148B8C301D11B44A42DCFFF2AC7CFF8
Q044,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,correct,1,1,1,1,1,1,easy,0,maintenance_logs,aggregation|filter|float,61982D1BF4E753A85EA2860ABB52A111F2088286249732DE05BAD0B61A5DBF31,2ADB7284D4D878BA558B1AA913DB7A45F11D6E4E96D82B9B24C31B31A8CD997A
Q045,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,candidate_execution_error,0,2,0,2,0,1,medium,1,asset_types|assets|work_orders,filter|join|order-by,5ABF70C14B8FDDD5B8046E0C06DACE42D4BB15178E5465DF64E95D658E6E7E56,C96A6B040E2AE08507B988B863FA1F08DA2A76E2679F16FB276DEB323238B8FA
Q046,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,wrong_denotation,0,3,3,3,3,3,medium,1,assets|sensor_readings,filter|float|join|order-by,CB774D99F33F56E45FB30B099AB3C01EC2FB72589AB67C0EF8B8F27ADDE1C374,692D6D9F23FE1084D1FEA9495BEE1D8809875B8893DA96A93EF414656FE34C59
Q047,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,correct,1,2,2,2,3,3,medium,1,asset_types|assets,aggregation|group-by|join|order-by,9C3FD8C5CDD659ED940FDA7C70D7CFF7B2A5D3FD51946CD7E96478E95689A4FF,39F74338A2111F1EF34E04009D586A004D16B93BB80B956F375D76FC7972316C
Q048,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,wrong_denotation,0,2,2,2,5,5,easy,1,assets,filter|order-by|time predicate,D22EDA743B421357A9831093756D9B9D66531CB2A4E3148C1E085A292E8492E5,790D535AA128B306F6ED938E9B2A5718BBA0EC628B2242375539FF7846C52141
Q049,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,correct,1,1,1,1,1,1,medium,0,maintenance_logs|technicians,filter|join,4647F211893D64D7B96521874580690B689C0E52B5DE87F4AA9FB28B470F47E2,EE416EF7F4C0E0F5585050A84A1C02C05AFFA18D60380281ADBC92E3FF62F8AB
Q050,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,candidate_execution_error,0,3,0,3,0,5,hard,1,assets|grid_topology,filter|order-by|self-join|topology traversal,015A898942A24E4535C9E3B6EDBD3A1D36762AFD6F03663D1D5D8186C177DEC6,1F3AE954A1BCAB25CEB1EC2272A14D51F35A6474CCBF8D48287C845763F751AF
Q051,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,wrong_denotation,0,2,2,2,0,1,medium,1,maintenance_logs,float|order-by|top-k,02C58EDFD991B87011B3CD58B8DE4C7DC513C6F4FCAFB8CF2300798723A69F66,8186C9B7C74D7153D2A3E5364F5AD2ABC02DA97A428E332303F868640A96606B
Q052,qwen:F11_Compact_WithShape,C003,qwen:F11_Compact_WithShape,correct,1,2,2,2,3,3,medium,1,asset_types|assets,filter|join|order-by,8818DDE5D4EA3758C3C3903C60BB097C90E59ACFE1B0D400EB1AC8389763FD79,85DF82AC2ABE10DD5ED6C6D984D4D687FE6CE678589BC733F59070004B547B73
