paper,target_journal,section,paragraph_id,line_start,line_end,word_count,sentence_count,status,issue_codes,paragraph_preview
mintou_p5_trace_moea_feasibility_review,Energies,7. Discussion,105,534,534,66,4,PASS,,"Against AHP-TOPSIS, the portfolio-level hypervolume gain is 29.4%, and both backtests show that the optimized portfolios do not lose all alignment with documented risk. This comparison remains a proxy-objective result, not proof of superior"
mintou_p5_trace_moea_feasibility_review,Energies,8. Limitations,106,540,540,11,1,PASS,,Seven limitations constrain the scope of the claims in this paper.
mintou_p5_trace_moea_feasibility_review,Energies,9. Conclusions,107,560,560,31,2,PASS,,"TRACE-MOEA combines a preference-adaptive weight-vector population, deterministic budget repair, and a quarantined decision trace archive. The archive records review-specific interventions without entering the evaluation, while repair maint"
mintou_p5_trace_moea_feasibility_review,Energies,9. Conclusions,108,562,562,76,5,PASS,,"On the five-objective, 120-project proxy benchmark, TRACE-MOEA attains pooled mean hypervolume 0.17425, 0.89% above NSGA-II (0.17270). Across four stochastic baselines and seven scenarios, it has 27 positive mean differences in 28 compariso"
mintou_p5_trace_moea_feasibility_review,Energies,9. Conclusions,109,564,564,46,3,PASS,,The NERC consistency backtest yields priority-capture ratios of 1.34–1.55. The MISO MTEP16 backtest yields broad capture of 1.070–1.079 and a raw point-biserial correlation up to 0.169. Because the public-record tests do not preserve portfo
mintou_p5_trace_moea_feasibility_review,Energies,9. Conclusions,110,566,566,75,4,PASS,,"The preference-adaptive layer changes pooled hypervolume by 0.17%, but its direct effect is unresolved after cross-scenario correction. Its observable function is to add preference-labeled interventions to the decision trace. The schedule-r"
mintou_p5_trace_moea_feasibility_review,Energies,Author Contributions,111,572,572,38,1,BLOCK,P0_PLACEHOLDER,"[AUTHOR INPUT REQUIRED: assign the CRediT roles to Yubin Lin, Jiyu Li, Xiaofei Ruan, Xiaoyu Huang, and Dishan Yang, and obtain approval from every author.] All authors have read and agreed to the published version of the manuscript."
mintou_p5_trace_moea_feasibility_review,Energies,Funding,112,576,576,20,1,BLOCK,P0_PLACEHOLDER,"[AUTHOR INPUT REQUIRED: insert the verified funder, grant number, and APC funder, or state ""This research received no external funding.""]"
mintou_p5_trace_moea_feasibility_review,Energies,Data Availability Statement,113,588,588,93,5,PASS,,All data sources used in this study are publicly accessible. RTS-GMLC source data is available at https://github.com/GridMod/RTS-GMLC. The SimBench complete mixed dataset is available at https://simbench.de. NERC reliability reports are ava
mintou_p5_trace_moea_feasibility_review,Energies,Data Availability Statement,114,590,590,80,4,PASS,,"The candidate-derivation pipeline, TRACE-MOEA implementation, baseline and ablation configurations, 3360 main per-run records, the 270-run three-budget control scan, inference tables, backtest analyses, and figure scripts are included in th"
mintou_p5_trace_moea_feasibility_review,Energies,Acknowledgments,115,594,594,45,2,PASS,,"During the preparation of this manuscript, the authors used generative AI tools (Claude, Anthropic) for language refinement, literature summary, and formatting assistance, under the authors' full intellectual oversight. The authors have rev"
mintou_p5_trace_moea_feasibility_review,Energies,Conflicts of Interest,116,598,598,7,1,PASS,,The authors declare no conflicts of interest.
