sentence_id,source_line,section,subsection,unit_no,sentence_in_unit,words,status,flags,sentence,modification_suggestion
MA_SQLGrid-S0129,94,Related Work,Power-Grid Data and External Validity,30,1,7,KEEP,none,DKA-SQL is a direct power-grid text-to-SQL precedent .,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0130,94,Related Work,Power-Grid Data and External Validity,30,2,11,KEEP,none,"Its published corpus, method, models, and evaluation boundary differ from ours.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0131,94,Related Work,Power-Grid Data and External Validity,30,3,19,REVIEW,negation_density,"Because no official implementation was used, the current BIRD protocol is neither a DKA-SQL reproduction nor a head-to-head comparison.",改为先正面说明证据支持什么，再用一句集中限定不支持的范围
MA_SQLGrid-S0132,96,Related Work,Power-Grid Data and External Validity,31,1,5,KEEP,none,External validity has two axes.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0133,96,Related Work,Power-Grid Data and External Validity,31,2,26,KEEP,none,"Database structure must resemble target assets, topology, measurements, and maintenance records, while questions and reference answers must reflect how qualified users formulate and resolve information needs.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0134,96,Related Work,Power-Grid Data and External Validity,31,3,12,KEEP,none,RTS-GMLC and SimBench contribute the first axis but not automatically the second.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0135,96,Related Work,Power-Grid Data and External Validity,31,4,10,KEEP,none,BIRD contributes a public language-to-database benchmark but is not grid-specific.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0136,96,Related Work,Power-Grid Data and External Validity,31,5,18,KEEP,none,"GridDB supplies a controlled conjunction of both axes, yet remains synthetic, development-visible, and without completed independent expert adjudication.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0137,98,Related Work,Power-Grid Data and External Validity,32,1,7,KEEP,none,Table [reference] summarizes the closest methodological axes.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0138,98,Related Work,Power-Grid Data and External Validity,32,2,16,KEEP,none,"The comparison is architectural rather than a score table because datasets, call budgets, and evaluators differ.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0139,98,Related Work,Power-Grid Data and External Validity,32,3,30,REVISE,anaphora_check;reviewer_facing_meta,"It shows that the present novelty lies in combining typed role traces with database-enforced execution and complete named-state eligibility, while the strongest missing evidence is a prospective, title-concordant, expert-reviewed evaluation.",将句首代词替换为明确名词短语，避免跨句指代含混；若不属于方法定义，移至研究范围或局限性集中陈述，正文改为对象—方法—证据的直接表达
MA_SQLGrid-S0140,122,Materials and Methods,Task and Evidence Boundary,33,1,17,KEEP,none,"For question [formula] , read-only database [formula] , and introspected schema [formula] , a generator produces one or more candidates",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0141,126,Materials and Methods,Task and Evidence Boundary,34,1,8,KEEP,none,Each candidate must satisfy a single-statement read-only contract.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0142,126,Materials and Methods,Task and Evidence Boundary,34,2,20,KEEP,none,"The accepted leading form is SELECT or WITH; comments, multiple statements, write operations, schema changes, attachments, and pragmas are rejected.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0143,126,Materials and Methods,Task and Evidence Boundary,34,3,13,KEEP,none,A candidate is eligible for adjudication only when it is safe and executable.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0144,128,Materials and Methods,Task and Evidence Boundary,35,1,13,KEEP,none,The offline evaluator may later compare the selected query with a reference result.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0145,128,Materials and Methods,Task and Evidence Boundary,35,2,22,KEEP,none,"Let [formula] when the selected SQL executes and its result equals the frozen reference result under the registered evaluator, and [formula] otherwise.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0146,128,Materials and Methods,Task and Evidence Boundary,35,3,19,KEEP,none,"Reference SQL, reference results, [formula] , and any derivative correctness field are forbidden from all five agents and the Adjudicator.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0147,128,Materials and Methods,Task and Evidence Boundary,35,4,8,KEEP,none,Evaluation occurs only after the blackboard is sealed.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0148,130,Materials and Methods,Task and Evidence Boundary,36,1,6,KEEP,none,This boundary yields three distinct objects.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0149,130,Materials and Methods,Task and Evidence Boundary,36,2,35,KEEP,none,"A candidate is admissible when its syntax and requested operations satisfy policy, executable when it completes within the registered database limits, and correct under the frozen evaluator when its result matches the reference after sealing.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0150,130,Materials and Methods,Task and Evidence Boundary,36,3,6,KEEP,none,Admissibility is neither executability nor correctness.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0151,130,Materials and Methods,Task and Evidence Boundary,36,4,19,KEEP,none,The manuscript preserves all three labels because collapsing them would let an executable but semantically wrong query appear validated.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0152,132,Materials and Methods,Task and Evidence Boundary,37,1,32,KEEP,none,"The framework's response contract contains the selected SQL, stable candidate and source identifiers, referenced tables and columns, execution-state and result hashes, state-coverage summary, abstention or selection reason, and the sealed trace digest.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0153,132,Materials and Methods,Task and Evidence Boundary,37,2,10,REVIEW,anaphora_check,It does not present generated text as an authorization decision.,将句首代词替换为明确名词短语，避免跨句指代含混
MA_SQLGrid-S0154,132,Materials and Methods,Task and Evidence Boundary,37,3,21,KEEP,none,"A calling application must separately authenticate the user, restrict the database view, and decide whether displaying the returned rows is lawful.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0155,132,Materials and Methods,Task and Evidence Boundary,37,4,7,KEEP,none,Those controls lie outside the evaluated framework.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0156,136,Materials and Methods,Data Resources and Provenance,38,1,37,REVIEW,numeric_density,"GridDB-Maintenance-v2 v0.1 is a synthetic SQLite case study with eight tables and 98 rows: asset\ types (6), assets (18), grid\ topology (9), locations (8), maintenance\ logs (8), sensor\ readings (26), technicians (8), and work\ orders (15).",将密集数值移入表格/括号，仅在句中保留主要估计、方向和不确定性
MA_SQLGrid-S0157,136,Materials and Methods,Data Resources and Provenance,38,2,14,REVIEW,anaphora_check,It contains 200 natural-language–SQL records: 20 development records and 180 factorial evaluation records.,将句首代词替换为明确名词短语，避免跨句指代含混
MA_SQLGrid-S0158,136,Materials and Methods,Data Resources and Provenance,38,3,25,REVIEW,numeric_density,"The evaluation records include 66 easy, 91 medium, and 23 hard items and map to 70 normalized gold-SQL structural clusters, of which 58 are singletons.",将密集数值移入表格/括号，仅在句中保留主要估计、方向和不确定性
MA_SQLGrid-S0159,136,Materials and Methods,Data Resources and Provenance,38,4,21,KEEP,none,"The evaluation partition had been visible during project development; it is a controlled finite-set case study, not a sealed production benchmark.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0160,138,Materials and Methods,Data Resources and Provenance,39,1,10,KEEP,none,BIRD Mini-Dev contributes 500 public items over 11 SQLite databases.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0161,138,Materials and Methods,Data Resources and Provenance,39,2,26,KEEP,none,"The authorized protocol froze item and method order, prompts, two local model files, evaluator behavior, Python 3.10.11/SQLite 3.40.1, and zero retries.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0162,138,Materials and Methods,Data Resources and Provenance,39,3,10,KEEP,none,Each backbone made 2500 calls and produced 2000 final predictions.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0163,138,Materials and Methods,Data Resources and Provenance,39,4,15,KEEP,none,An independent audit re-executed all 4000 predictions and 500 gold queries with zero score mismatches.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0164,138,Materials and Methods,Data Resources and Provenance,39,5,16,KEEP,none,"Two earlier failed attempts, totaling 2476 physical calls, remain immutable incidents and are excluded from scores.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0165,140,Materials and Methods,Data Resources and Provenance,40,1,19,KEEP,none,"The GridDB reliability release contains 18 states: the canonical snapshot, three insertion permutations, and 14 additional schema-valid stress states.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0166,140,Materials and Methods,Data Resources and Provenance,40,2,8,KEEP,none,"The scorer produced 25,920 prediction-state rows ( [formula] ).",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0167,140,Materials and Methods,Data Resources and Provenance,40,3,20,KEEP,none,A prediction-blinded automated protocol admitted a 66-question subset for the primary 15-state analysis and retained 114 order-sensitive questions as diagnostics.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0168,140,Materials and Methods,Data Resources and Provenance,40,4,8,REVIEW,anaphora_check,These constructed states are not operator-certified grid snapshots.,将句首代词替换为明确名词短语，避免跨句指代含混
MA_SQLGrid-S0169,142,Materials and Methods,Data Resources and Provenance,41,1,8,KEEP,none,"Artifacts are labeled Inherited, Recomputed, New, or Diagnostic.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0170,142,Materials and Methods,Data Resources and Provenance,41,2,11,KEEP,none,The coordination core is implementation evidence and its replay is Diagnostic.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0171,142,Materials and Methods,Data Resources and Provenance,41,3,6,KEEP,none,Neither is a New execution-accuracy result.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0172,144,Materials and Methods,Data Resources and Provenance,42,1,6,KEEP,none,The evidence classes also preserve chronology.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0173,144,Materials and Methods,Data Resources and Provenance,42,2,12,KEEP,none,``Inherited'' means that predictions and primary outcomes predated the current coordination framework.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0174,144,Materials and Methods,Data Resources and Provenance,42,3,14,KEEP,none,``Recomputed'' means that a retained input was processed again without a new generation claim.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0175,144,Materials and Methods,Data Resources and Provenance,42,4,22,KEEP,none,"``New'' is reserved for an operation whose inputs, rule, and visibility boundary were frozen for that question before its outcome was accessed.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0176,144,Materials and Methods,Data Resources and Provenance,42,5,9,KEEP,none,``Diagnostic'' permits post hoc inspection but not confirmatory language.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0177,144,Materials and Methods,Data Resources and Provenance,42,6,18,REVIEW,anaphora_check,"These labels are assigned per result, not per manuscript, because one paper can legitimately contain several evidence classes.",将句首代词替换为明确名词短语，避免跨句指代含混
MA_SQLGrid-S0178,146,Materials and Methods,Data Resources and Provenance,43,1,12,KEEP,none,"Table [reference] separates resources by domain, evidence class, visibility, and semantic-review status.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0179,146,Materials and Methods,Data Resources and Provenance,43,2,4,KEEP,none,BIRD is explicitly non-grid.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0180,146,Materials and Methods,Data Resources and Provenance,43,3,25,KEEP,none,"RTS-GMLC and SimBench provide authentic power-system structures, but their question–SQL pairs remain machine-generated silver candidates with zero completed qualified-human reviews and zero sealed items.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0181,170,Materials and Methods,Five-Agent Coordination Framework,44,1,10,KEEP,none,Table [reference] gives the master protocol-to-estimand map used throughout Results.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0182,170,Materials and Methods,Five-Agent Coordination Framework,44,2,13,REVIEW,anaphora_check,"It prevents denominators, visibility histories, and inferential licenses from being pooled across studies.",将句首代词替换为明确名词短语，避免跨句指代含混
MA_SQLGrid-S0183,190,Materials and Methods,Five-Agent Coordination Framework,45,1,8,KEEP,none,The evidence chronology is shown in Table [reference].,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0184,190,Materials and Methods,Five-Agent Coordination Framework,45,2,35,KEEP,none,"Release v3 is classified as a post-audit descriptive re-execution: its execution path sealed decisions before directly loading raw gold, but the frozen regression suite had already read v2 gold-derived outcomes for the same 180 items.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0185,190,Materials and Methods,Five-Agent Coordination Framework,45,3,11,KEEP,none,"Consequently, hashing and within-run sealing provide traceability, not prospective outcome blindness.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0186,212,Materials and Methods,Five-Agent Coordination Framework,46,1,9,KEEP,none,comprises five specialist roles coordinated by a deterministic controller.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0187,212,Materials and Methods,Five-Agent Coordination Framework,46,2,15,REVISE,reviewer_facing_meta,Figure [reference] is derived from the implemented source rather than an aspirational free-form agent diagram.,若不属于方法定义，移至研究范围或局限性集中陈述，正文改为对象—方法—证据的直接表达
MA_SQLGrid-S0188,212,Materials and Methods,Five-Agent Coordination Framework,46,3,19,KEEP,none,"The controller is not a sixth reasoning model: it orders calls, applies the registered rule, and seals the trace.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0189,212,Materials and Methods,Five-Agent Coordination Framework,46,4,16,KEEP,none,"Messages receive consecutive sequence numbers, and the complete trace is serialized canonically to a SHA-256 digest.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0190,214,Materials and Methods,Five-Agent Coordination Framework,47,1,18,KEEP,none,figure [htbp] figures/fig ma sqlgrid implemented coordination final.pdf Implemented boundary (code-native SVG and deterministic raster derivative).,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0191,214,Materials and Methods,Five-Agent Coordination Framework,47,2,5,KEEP,none,Candidate SQL is supplied externally.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0192,214,Materials and Methods,Five-Agent Coordination Framework,47,3,23,REVISE,punctuation_load;legacy_evidence_term,The database validator enforces read-only and registered resource limits; counterfactual-required selection demands complete named-state coverage; gold SQL remains outside the blackboard until sealing.,减少分号/冒号串联，改为完整句或项目化列举；统一为named-state或constructed-state evidence；若是代码中的历史参数名，仅在首次出现时注明
MA_SQLGrid-S0193,214,Materials and Methods,Five-Agent Coordination Framework,47,4,10,KEEP,none,User authorization and operational approval remain outside this software boundary.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0194,214,Materials and Methods,Five-Agent Coordination Framework,47,5,2,KEEP,none,[reference] figure,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0195,221,Materials and Methods,Five-Agent Coordination Framework,48,1,22,KEEP,none,"The Query Analyst produces a structured question-only intent record containing lexical tokens, detected aggregations, ordering requirements, and an explicit limit when present.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0196,221,Materials and Methods,Five-Agent Coordination Framework,48,2,8,REVIEW,anaphora_check,It does not select SQL or see correctness.,将句首代词替换为明确名词短语，避免跨句指代含混
MA_SQLGrid-S0197,221,Materials and Methods,Five-Agent Coordination Framework,48,3,12,KEEP,none,"The Schema Cartographer maps lexical intent to tables, columns, and foreign-key edges.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0198,221,Materials and Methods,Five-Agent Coordination Framework,48,4,21,KEEP,none,The current skeleton uses deterministic overlap and records unmatched tokens; a richer GridDB adapter adds disclosed domain rules and graph expansion.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0199,223,Materials and Methods,Five-Agent Coordination Framework,49,1,8,KEEP,none,The SQL Synthesizer packages externally produced SQL strings.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0200,223,Materials and Methods,Five-Agent Coordination Framework,49,2,25,REVIEW,negation_density;anaphora_check,"It contains no model client, performs no hidden API call, canonicalizes whitespace and semicolons, removes exact duplicates without changing first occurrence, and assigns stable identifiers.",改为先正面说明证据支持什么，再用一句集中限定不支持的范围；将句首代词替换为明确名词短语，避免跨句指代含混
MA_SQLGrid-S0201,223,Materials and Methods,Five-Agent Coordination Framework,49,3,11,KEEP,none,The Validation Engine separates lexical admissibility from the executor trust boundary.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0202,223,Materials and Methods,Five-Agent Coordination Framework,49,4,38,KEEP,none,"The executor bound into release v3 opens a frozen database through a URI with mode=ro\ immutable=1, enables SQLite query\ only, disables loadable extensions, and installs an authorizer that admits selection, reads, selected functions, and recursive-query opcodes.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0203,223,Materials and Methods,Five-Agent Coordination Framework,49,5,20,KEEP,none,"Writes, DDL, transactions, attachments, pragmas, metadata enumeration, dangerous file/extension functions, and reads outside configured table/column allowlists are denied.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0204,223,Materials and Methods,Five-Agent Coordination Framework,49,6,16,KEEP,none,"A progress handler enforces registered time and opcode limits, and result fetching enforces a row cap.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0205,223,Materials and Methods,Five-Agent Coordination Framework,49,7,24,KEEP,none,"Every attempt records database and SQL hashes, authorization or resource failure, elapsed time, row count, and result hash; no automatic retry removes a failure.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0206,225,Materials and Methods,Five-Agent Coordination Framework,50,1,28,KEEP,none,"After R3 review, a separate FINAL executor variant adds explicit function allowlisting, maximum projected width, a raw scalar-cell byte boundary, and a budget for the total returned result.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0207,225,Materials and Methods,Five-Agent Coordination Framework,50,2,36,KEEP,none,"BLOBs and memory views are charged at their original payload length before their public representation is replaced by a digest; the total budget charges the original payload plus deterministic row, column, type-envelope, delimiter, and container overhead.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0208,225,Materials and Methods,Five-Agent Coordination Framework,50,3,34,KEEP,none,"Fourteen additive tests pass, including 1, 5, and 50 MB zeroblob denial under a 1 KB cell limit, an independent total-result-budget denial, exact boundary behavior, trace retention, oversized text/result denial, and wide-projection denial.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0209,225,Materials and Methods,Five-Agent Coordination Framework,50,4,22,REVIEW,anaphora_check;compressed_numeric_pair,These FINAL controls were implemented after release v3 and were not used to obtain its 5760-attempt ledger or 80/100/101 counts.,将句首代词替换为明确名词短语，避免跨句指代含混；展开K=5与K=10或两个比较对象，避免斜线数值对造成歧义
MA_SQLGrid-S0210,225,Materials and Methods,Five-Agent Coordination Framework,50,5,34,KEEP,none,"A SQL table/column allowlist is a query-scope mechanism supplied by the caller; it is not authentication, identity management, row-level access control, or proof that a particular utility user is entitled to the data.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0211,225,Materials and Methods,Five-Agent Coordination Framework,50,6,27,KEEP,none,"Both historical and FINAL variants therefore establish tested SQLite mutation denial and explicitly scoped execution bounds only, not user authorization, data minimization, process isolation, or operational approval.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0212,227,Materials and Methods,Five-Agent Coordination Framework,51,1,27,KEEP,none,"The executor threat model assumes an untrusted candidate SQL string but a trusted host application, trusted SQLite library, correctly configured database allowlist, and immutable local database file.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0213,227,Materials and Methods,Five-Agent Coordination Framework,51,2,15,REVIEW,anaphora_check,"It aims to prevent mutation through SQL, restrict visible relations, and terminate selected resource-exhaustion patterns.",将句首代词替换为明确名词短语，避免跨句指代含混
MA_SQLGrid-S0214,227,Materials and Methods,Five-Agent Coordination Framework,51,3,28,REVIEW,anaphora_check,"It does not defend against a compromised Python process, operating-system escape, side channels, malicious SQLite extensions already built into the runtime, or authorization mistakes made before the call.",将句首代词替换为明确名词短语，避免跨句指代含混
MA_SQLGrid-S0215,227,Materials and Methods,Five-Agent Coordination Framework,51,4,21,KEEP,none,"Production use would require a separate process or container, least-privilege database views, authenticated user context, logging policy, and independent security review.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0216,229,Materials and Methods,Five-Agent Coordination Framework,52,1,7,KEEP,none,Failure handling is intentionally fail-closed and non-retrying.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0217,229,Materials and Methods,Five-Agent Coordination Framework,52,2,31,KEEP,none,"A parse denial, authorizer denial, timeout, opcode limit, row limit, width limit, cell limit, or total-result limit creates a retained attempt record and makes that candidate ineligible for the current decision.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0218,229,Materials and Methods,Five-Agent Coordination Framework,52,3,12,KEEP,none,The controller cannot silently weaken a limit or substitute a repaired query.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0219,229,Materials and Methods,Five-Agent Coordination Framework,52,4,26,KEEP,none,"A repair procedure may be studied as a separate registered generation step, as in BIRD B3, but its extra physical call and visibility must remain explicit.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0220,231,Materials and Methods,Five-Agent Coordination Framework,53,1,24,KEEP,none,"The Metamorphic-State Critic (the historically named Counterfactual Critic) consumes named state results, rejects duplicate state identifiers, and records evaluated, passed, failed, and missing states.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0221,231,Materials and Methods,Five-Agent Coordination Framework,53,2,16,KEEP,none,"When state evidence is optional, missing evidence remains diagnostic and does not break prior no-state behavior.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0222,231,Materials and Methods,Five-Agent Coordination Framework,53,3,26,KEEP,none,"When the caller requires state evidence, coverage must equal the complete registered state set and the pass threshold must be met; otherwise the candidate is ineligible.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0223,231,Materials and Methods,Five-Agent Coordination Framework,53,4,13,REVIEW,compressed_numeric_pair,Thus an incomplete 1/1 record cannot outrank a complete 10/11 record.,展开K=5与K=10或两个比较对象，避免斜线数值对造成歧义
MA_SQLGrid-S0224,231,Materials and Methods,Five-Agent Coordination Framework,53,5,12,KEEP,none,Existing formal-v5 labels compare predictions with gold and remain forbidden during selection.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0225,233,Materials and Methods,Five-Agent Coordination Framework,54,1,20,KEEP,none,The blackboard is append-only at the application layer: a role posts a typed message and cannot rewrite an earlier message.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0226,233,Materials and Methods,Five-Agent Coordination Framework,54,2,13,KEEP,none,"The controller checks role, message type, sequence number, and required fields before acceptance.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0227,233,Materials and Methods,Five-Agent Coordination Framework,54,3,9,KEEP,none,Canonical serialization fixes key order and whitespace before hashing.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0228,233,Materials and Methods,Five-Agent Coordination Framework,54,4,18,REVIEW,anaphora_check,This makes two runs comparable at the trace level and exposes an unexpected hidden field or changed handoff.,将句首代词替换为明确名词短语，避免跨句指代含混
MA_SQLGrid-S0229,233,Materials and Methods,Five-Agent Coordination Framework,54,5,21,REVIEW,anaphora_check,It does not prevent a malicious host process from altering memory or files; process isolation and remote attestation are outside scope.,将句首代词替换为明确名词短语，避免跨句指代含混
MA_SQLGrid-S0230,235,Materials and Methods,Five-Agent Coordination Framework,55,1,5,KEEP,none,Information flow is intentionally asymmetric.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0231,235,Materials and Methods,Five-Agent Coordination Framework,55,2,9,KEEP,none,The Analyst receives the question but no candidate SQL.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0232,235,Materials and Methods,Five-Agent Coordination Framework,55,3,10,KEEP,none,"The Cartographer receives the question, intent record, and introspected schema.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0233,235,Materials and Methods,Five-Agent Coordination Framework,55,4,13,KEEP,none,The Synthesizer receives external candidate strings and assigns identities but cannot execute them.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0234,235,Materials and Methods,Five-Agent Coordination Framework,55,5,9,KEEP,none,The Validator receives one candidate plus a scoped executor.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0235,235,Materials and Methods,Five-Agent Coordination Framework,55,6,9,KEEP,none,The Critic receives named-state outcomes but no reference correctness.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0236,235,Materials and Methods,Five-Agent Coordination Framework,55,7,9,KEEP,none,Only the deterministic Adjudicator receives the eligible evidence summaries.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0237,235,Materials and Methods,Five-Agent Coordination Framework,55,8,14,KEEP,none,Gold enters a separate offline evaluator after the decision message and board digest exist.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0238,239,Materials and Methods,Deterministic Adjudication and Abstention,56,1,7,KEEP,none,Eligibility always requires safety and successful execution.,句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0239,239,Materials and Methods,Deterministic Adjudication and Abstention,56,2,33,REVIEW,numeric_density,"The archived 100-point representation assigns 40 points for each of those two properties, followed by 10 for question-derived aggregate-shape conformity, 5 for question-derived ordering conformity, and up to 5 for lexical value hits.",将密集数值移入表格/括号，仅在句中保留主要估计、方向和不确定性
MA_SQLGrid-S0240,239,Materials and Methods,Deterministic Adjudication and Abstention,56,3,21,KEEP,none,"Because every ranked candidate has already passed both hard gates, the first 80 points are constant and contain no ranking information.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0241,239,Materials and Methods,Deterministic Adjudication and Abstention,56,4,14,KEEP,none,"The effective evidence score is therefore [formula] for an eligible candidate [formula] , with [formula] .",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0242,239,Materials and Methods,Deterministic Adjudication and Abstention,56,5,14,REVISE,legacy_evidence_term,"In no-counterfactual mode, the controller selects an [formula] and ties preserve frozen candidate order.",统一为named-state或constructed-state evidence；若是代码中的历史参数名，仅在首次出现时注明
MA_SQLGrid-S0243,239,Materials and Methods,Deterministic Adjudication and Abstention,56,6,20,KEEP,none,"In required-state mode, incomplete named-state coverage or failure of the registered pass threshold makes [formula] ineligible before the same ranking.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0244,239,Materials and Methods,Deterministic Adjudication and Abstention,56,7,9,KEEP,none,"If the eligible set is empty, the controller abstains.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0245,239,Materials and Methods,Deterministic Adjudication and Abstention,56,8,26,REVIEW,anaphora_check,This piecewise gate–score–tie function is mathematically equivalent to the archived implementation; it exposes that safety/execution are eligibility controls rather than discriminative score evidence.,将句首代词替换为明确名词短语，避免跨句指代含混
MA_SQLGrid-S0246,239,Materials and Methods,Deterministic Adjudication and Abstention,56,9,27,KEEP,none,"V3 does not establish that the weight design preceded access to derived outcomes for the 180 items, so weight, pass-threshold, and reversed-order results remain descriptive sensitivity analyses.",句式、术语和承接未见明显问题，可保留
MA_SQLGrid-S0247,241,Materials and Methods,Deterministic Adjudication and Abstention,57,1,40,REVIEW,long;numeric_density;compressed_numeric_pair,"The archived 40/40/10/5/5 allocation—equivalently, hard safety/execution gates followed by a 10/5/5 evidence score—is an illustrative deterministic policy, not a learned, calibrated, or theoretically optimal weighting and not an algorithmic performance contribution.",检查能否在转折词或分号处拆句，减少单句信息负荷；将密集数值移入表格/括号，仅在句中保留主要估计、方向和不确定性；展开K=5与K=10或两个比较对象，避免斜线数值对造成歧义
MA_SQLGrid-S0248,241,Materials and Methods,Deterministic Adjudication and Abstention,57,2,44,REVIEW,long;punctuation_load,Its formal invariants are: an unsafe or non-executable candidate is never selected; required named-state coverage is complete before its threshold is evaluated; gold-derived correctness is absent from the decision record; equal scores resolve by the frozen order; and an empty eligible set yields abstention.,检查能否在转折词或分号处拆句，减少单句信息负荷；减少分号/冒号串联，改为完整句或项目化列举
MA_SQLGrid-S0249,241,Materials and Methods,Deterministic Adjudication and Abstention,57,3,8,REVIEW,anaphora_check,These invariants support conformance testing and replay determinism.,将句首代词替换为明确名词短语，避免跨句指代含混
