paper,section,subsection,paragraph,words,citations,crossrefs,numeric_tokens,role,mechanical_flag,opening
MA_SQLGrid,Limitations and Future Work,,1,50,0,0,4,boundary/limitation,ok,"The primary domain corpus is one synthetic database with eight tables, 98 rows, and 180 evaluation questions. Its evaluation partition was visible during development. The 70 structural groups are dependence proxies, and "
MA_SQLGrid,Limitations and Future Work,,2,51,0,0,0,claim/contribution,support-check,"Only two quantized local snapshots were evaluated. Model family, size, quantization, serving software, and serialization may interact. The compact package bundles schema reduction, values, normalization, and serializatio"
MA_SQLGrid,Limitations and Future Work,,3,123,0,0,5,boundary/limitation,ok,"The five-role core and frozen release-v3 executor pass 30 unit/adversarial/regression tests; the separate FINAL executor passes 14 additive tests, including four new BLOB-accounting and trace/boundary methods. The 21-ent"
MA_SQLGrid,Limitations and Future Work,,4,30,0,0,0,result/interpretation,short,"RTS-GMLC, SimBench, and NERC question--SQL assets remain machine-adjudicated silver data. Qualified review is required for intended projections, units, ordering, tie handling, and result granularity before external accur"
MA_SQLGrid,Limitations and Future Work,,5,101,0,0,0,boundary/limitation,ok,"Future work should execute a new hash-locked, call-matched comparison of four contemporaneous generation conditions: a single direct candidate; staged question/schema handoffs with one candidate; a fixed multi-candidate "
MA_SQLGrid,Limitations and Future Work,,6,61,0,0,0,boundary/limitation,ok,"Further work can replace lexical grounding with a trained schema linker, add a low-confidence full-schema fallback, compare deterministic adjudication with budget-matched voting, and evaluate risk--coverage calibration. "
MA_SQLGrid,Conclusions,,1,101,0,0,0,boundary/limitation,ok,"reframes power-grid text-to-SQL as an auditable coordination problem. Five typed software roles separate question analysis, schema mapping, candidate packaging, safety and execution validation, and named-state criticism."
MA_SQLGrid,Conclusions,,2,98,0,0,7,result/interpretation,ok,The inherited experiments provide a substantial but bounded evidence base. The 1440-prediction GridDB study shows strong projected-column instruction uptake but no primary execution effect surviving Holm correction. The 
MA_SQLGrid,Conclusions,,3,109,0,0,13,exposition/transition,ok,"The descriptive offline re-execution records 80/180 for fixed order, 100/180 for validation-only, and 101/180 for complete witnesses. Both adjudicating selectors have highest-score ties on 130/180 questions, average tie "
MA_SQLGrid,Conclusions,,4,107,0,0,2,exposition/transition,ok,"The FINAL editor/reviewer package is generated from an explicit allowlist and clean-extraction checked. It contains the exact manuscript source and PDF, bibliography, all four figure artifacts and lineage sources, comple"
